,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
2550,Piso en calle de Frade,,Betanzos,https://fotos5.imghs.net/nrd//1005/815/1005_104815_0_2020102109105073705.jpg,,215.000 €,184 m²,4,1.168 €/m²,2,27,pisos,a_coruna
2551,Casa rústica en calle Pedro Ballesteros,,Boqueixón (Ponteulla),https://fotos4.imghs.net/nrd//1005/597/1005_106597_0_2020102109103602528.jpg,,450.000 €,550 m²,4,818 €/m²,5,38,pisos,a_coruna
2552,Casa adosada en Entrada de Laxe,,Patiñas (Laxe),https://fotos1.imghs.net/nrd/1030/086/1030_33852053086_1_2018051802014631250.jpg,,215.000 €,350 m²,5,614 €/m²,3,11,pisos,a_coruna
2553,Piso en calle de Caracas,,Meicende (Arteixo),https://fotos5.imghs.net/nrd/1097/608/1097_0_foto_20170508000708831_945856909172608.jpg,,139.000 €,100 m²,3,1.390 €/m²,2,12,pisos,a_coruna
2554,Chalet en Cambre (Santa Maria),,Cambre (Santa Maria),https://fotos4.imghs.net/nrd//1005/394/1005_103519745394_1_2020081312080587460.jpg,,268.000 €,210 m²,5,1.276 €/m²,3,25,pisos,a_coruna
2555,Dúplex en calle calle Alcalde Alfredo Suárez Ferrín,,Labañou-Os Rosales (A Coruña Capital),https://fotos2.imghs.net/nrd//1018/990/1018_25544990_0_2020092120091582478.jpg,,315.000 €,133 m²,3,2.368 €/m²,2,26,pisos,a_coruna
2556,Casa en Santiago de Compostela - Campus Sur - Santa Marta,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos1.imghs.net/nrd//1018/830/1018_26123830_19_2020110711110686594.jpg,,195.000 €,470 m²,7,414 €/m²,2,37,pisos,a_coruna
2557,Piso en Zona Vioño-Avda. Arteixo-Los Mallos,,Sagrada Familia-Vioño (A Coruña Capital),https://fotos1.imghs.net/nrd/1089/098/1089_XA194-VP15007098_1_2018101815211031250.jpg,,220.000 €,120 m²,3,1.833 €/m²,2,25,pisos,a_coruna
2558,Piso en Avenida de Nostián,,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos5.imghs.net/nrd//994847/92537593696.994847/994847_92537593696_1_20190313171422294.jpg,,92.000 €,73 m²,3,1.260 €/m²,1,11,pisos,a_coruna
2559,Piso en Elviña-Barrio Flores-Matogrande-Someso,,Elviña-Barrio Flores-Matogrande-Someso (A Coruña Capital),https://fotos3.imghs.net/nrd//1005/561/1005_103728702561_1_2020102910101223631.jpg,,174.900 €,103 m²,3,1.698 €/m²,2,15,pisos,a_coruna
2560,Piso en Birloque,,Elviña-Barrio Flores-Matogrande-Someso (A Coruña Capital),https://fotos5.imghs.net/nrd/1060/566/1060_NI426-566_1_2019022706251031250.jpg,,139.000 €,2,2,,2,23,pisos,a_coruna
2561,"Apartamento en calle José Pastor Horta, nº 2",,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos3.imghs.net/nrd/1001/846/1001_PX987_-_412057-03639-88443846_1_2020012801080631250.jpg,,265.000 €,97 m²,3,2.731 €/m²,2,8,pisos,a_coruna
2562,Piso en Náutico,,Portosin (Porto Do Son),https://fotos2.imghs.net/nrd/1068/013/1068_B.70.067.368-03013_1_2019090713465131250.jpg,,112.000 €,113 m²,3,991 €/m²,2,12,pisos,a_coruna
2563,Casa en Carballo (Carballo),,Carballo (Carballo),https://fotos1.imghs.net/nrd//1005/745/1005_12174581745_1_2020012311014909714.jpg,,69.000 €,130 m²,4,530 €/m²,1,28,pisos,a_coruna
2564,"Piso en calle Insabela,  17-19",,Aguiño (Ribeira),https://fotos3.imghs.net/nrd/9986/118/9986_1249118_1_2020110612095331250.jpg,,45.000 €,54 m²,1,839 €/m²,1,29,pisos,a_coruna
2565,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos2.imghs.net/nrd//1005/745/1005_84658231745_1_2019100714103668673.jpg,,69.900 €,105 m²,3,665 €/m²,2,15,pisos,a_coruna
2566,Casa en calle Sestelo,,Teo,https://fotos3.imghs.net/nrd//1774/797722327.177400/1774_000336_foto_1_797722327_20180604004555.jpg,,425.000 €,Avísame si baja,,,,20,pisos,a_coruna
2567,"Casa en calle Sarreiras, nº 1",,Ribeira (Santa Uxia),https://fotos3.imghs.net/nrd/1097/564/1097_0_foto_20170201124245656_945856909085564.jpg,,35.000 €,85 m²,,411 €/m²,,12,pisos,a_coruna
2568,"Piso en Avenida de Arteixo, cerca de Calle de Vizcaya",,Os Mallos-A Falperra (A Coruña Capital),https://fotos5.imghs.net/nrd//1005/275/1005_105260227275_1_2020092818090800003.jpg,,179.000 €,78 m²,2,2.294 €/m²,2,41,pisos,a_coruna
2569,Casa pareada en Pasaje Padrin,,Bemantes (Miño),https://fotos2.imghs.net/nrd/1097/271/1097_0_foto_20180828191510613_945856909553271.jpg,,190.000 €,284 m²,6,669 €/m²,2,43,pisos,a_coruna
2570,Chalet en Urbanización Las Mimosas,,Biduido (Santa Maria). Municipio de Ames,https://fotos2.imghs.net/nrd//1774/686250406.177400/1774_000130_foto_1_686250406_20180412182359.jpg,,195.000 €,234 m²,,833 €/m²,,20,pisos,a_coruna
2571,"Casa en Paseo Núcleo Rural, nº 525",,Ortigueira,https://fotos5.imghs.net/nrd/1097/052/1097_0_foto_20180529213934071_945856909491052.jpg,,28.700 €,95 m²,2,302 €/m²,1,23,pisos,a_coruna
2572,"Piso en Sada, Zona de - Sada (A Coruña)",,Sada,https://fotos3.imghs.net/nrd//1018/348/1018_17102348_0_2020022717024318879.jpg,,97.000 €,75 m²,2,1.293 €/m²,2,17,pisos,a_coruna
2573,Piso en Arteixo,,Arteixo,https://fotos4.imghs.net/nrd//1005/033/1005_103494823033_1_2020081318085216821.jpg,,60.000 €,80 m²,2,750 €/m²,1,12,pisos,a_coruna
2574,Dúplex en Plaza de Chavian,,Bertamiráns (Ames),https://fotos2.imghs.net/nrd//1774/578230746.177400/1774_010939_foto_1_578230746_20180604004513.jpg,,125.000 €,110 m²,3,1.136 €/m²,2,8,pisos,a_coruna
2575,Piso en Fontiñas,,Concheiros-Fontiñas (Santiago de Compostela),https://fotos5.imghs.net/nrd/1067/480/1067_IFC7585-0513846480_8_2020011010182831250.jpg,,150.000 €,130 m²,5,1.153 €/m²,2,19,pisos,a_coruna
2576,Casa adosada en Teo,,Teo,https://fotos5.imghs.net/nrd/1005/930/1005_877930_1_2019092718091054764.jpg,,220.000 €,287 m²,3,766 €/m²,2,15,pisos,a_coruna
2577,Casa en calle Cruz de Outenin - Laraño,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos3.imghs.net/nrd//1774/533300046.177400/1774_010883_foto_1_533300046_20180604004507.jpg,,350.000 €,186 m²,3,1.881 €/m²,3,17,pisos,a_coruna
2578,Piso en calle de Salgado Somoza,,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos4.imghs.net/nrd//1018/394/1018_15060394_0_2020091614092667215.jpg,,260.000 €,65 m²,2,4.000 €/m²,1,14,pisos,a_coruna
2579,Casa en Boqueixón (Ponteulla),,Boqueixón (Ponteulla),https://fotos5.imghs.net/nrd/1020/818/1020_836818_1_2020091810364131250.jpg,,245.000 €,277 m²,5,884 €/m²,3,12,pisos,a_coruna
2580,Piso en Conxo,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos4.imghs.net/nrd//1005/408/1005_1993408_1_2019101513102071542.jpg,,220.000 €,80 m²,2,2.750 €/m²,2,31,pisos,a_coruna
2581,Piso en Mariño,,Portosin (Porto Do Son),https://fotos1.imghs.net/nrd/1068/218/1068_B.70.067.368-02218_1_2019090713465131250.jpg,,78.000 €,75 m²,2,1.040 €/m²,1,7,pisos,a_coruna
2582,Piso en Plaza de Pontevedra,,Ensanche (A Coruña Capital),https://fotos2.imghs.net/nrd//1005/275/1005_106983447275_1_2020110310115481888.jpg,,420.000 €,127 m²,4,3.307 €/m²,3,56,pisos,a_coruna
2583,Piso en Rúa do Doutor Teixeiro,,Ensanche-Sar (Santiago de Compostela),https://fotos4.imghs.net/nrd//1018/434/1018_25861434_1_2020101917100019194.jpg,,440.000 €,170 m²,5,2.588 €/m²,2,38,pisos,a_coruna
2584,"Casa en calle San Miguel de Breamo - Lugar de Barro, nº 48",,Pontedeume,https://fotos4.imghs.net/nrd/1025/460/1025_563460_1_2019042315410031250.jpg,,79.100 €,192 m²,,411 €/m²,2,8,pisos,a_coruna
2585,Casa en calle O Outeiro,,O Outeiro (Valdoviño),https://fotos2.imghs.net/nrd//4210/97589179513.421000/4210_97589179513_18_20190905180649128.jpg,,145.000 €,60 m²,2,2.416 €/m²,1,18,pisos,a_coruna
2586,"Piso en calle del Sol, nº 128",,Ferrol Vello-Puerto (Ferrol),https://fotos5.imghs.net/nrd//4210/647517386.421000/4210_001759_foto_1_647517386_20160506173920.jpg,,75.280 €,95 m²,3,792 €/m²,1,9,pisos,a_coruna
2587,"Apartamento en calle José Pastor Horta, nº 2",,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos2.imghs.net/nrd/1001/142/1001_PX987_-_412057-03638-88425142_1_2020012801080631250.jpg,,190.000 €,86 m²,2,2.209 €/m²,1,8,pisos,a_coruna
2588,Apartamento en Avenida de la Acea da Ma,,Culleredo,https://fotos5.imghs.net/nrd//1018/639/1018_20368639_0_2020022019024354701.jpg,,160.000 €,75 m²,2,2.133 €/m²,2,4,pisos,a_coruna
2589,Casa en calle Frais,,Cambre (Santa Maria),https://fotos2.imghs.net/nrd/1001/595/1001_PX76147_-_1080-85989595_1_2019080210155131250.jpg,,195.000 €,181 m²,4,1.077 €/m²,4,6,pisos,a_coruna
2590,Chalet en calle Illa Do Pórtelo,,Toques,https://fotos2.imghs.net/nrd/1038/773/1038_0487-1773_1_2020042911273031250.jpg,,1.080.000 €,354 m²,3,3.050 €/m²,3,34,pisos,a_coruna
2591,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos1.imghs.net/nrd//1005/745/1005_60538161745_1_2020110209110074045.jpg,,24.000 €,35 m²,,685 €/m²,1,12,pisos,a_coruna
2592,Ático en calle Concepcion Arenal,,Betanzos O Vello (Ames),https://fotos5.imghs.net/nrd/1001/667/1001_PX76147_-_1301-91592667_1_2020103001111231250.jpg,,143.000 €,92 m²,2,1.554 €/m²,1,5,pisos,a_coruna
2593,"Piso en Avenida de Barrié de la Maza, cerca de Plaza de la Iglesia Nueva",,Sada,https://fotos3.imghs.net/nrd//1005/160/1005_111160_0_2020102111103175084.jpg,,138.000 €,105 m²,2,1.314 €/m²,2,26,pisos,a_coruna
2594,Apartamento en calle Daban,,Eirís-As Xubias-Pasaxe (A Coruña Capital),https://fotos4.imghs.net/nrd/1001/226/1001_PX76147_-_1214-89388226_24_2020052001072831250.jpg,,240.000 €,114 m²,2,2.105 €/m²,2,38,pisos,a_coruna
2595,Casa en calle Boebre,,Pontedeume,https://fotos2.imghs.net/nrd//1005/873/1005_109873_0_2020102110104687336.jpg,,550.000 €,499 m²,10,1.102 €/m²,5,37,pisos,a_coruna
2596,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos5.imghs.net/nrd//1005/745/1005_60002421745_1_2020012423013609069.jpg,,160.000 €,225 m²,3,711 €/m²,2,29,pisos,a_coruna
2597,Apartamento en Agra del Orzán - Ventorrillo,,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos3.imghs.net/nrd/1001/126/1001_PX76147_-_334-34661126_21_2019080210155131250.jpg,,245.000 €,98 m²,3,2.500 €/m²,2,22,pisos,a_coruna
2598,Casa en calle Lugar Fontelo,,Aranga,https://fotos1.imghs.net/nrd/1069/217/1069_I000172-C001217_1_2020082414205631250.jpg,,39.000 €,50 m²,,780 €/m²,,12,pisos,a_coruna
2599,Ático en O Milladoiro,,Ames (San Tome),https://fotos2.imghs.net/nrd/1001/057/1001_PX987_-_01830-25266057_1_2016112909450831250.jpg,,130.000 €,75 m²,2,1.733 €/m²,1,13,pisos,a_coruna
2600,Casa en Oza Dos Ríos,,Oza dos Ríos (San Pedro). Municipio de Oza-Cesuras,https://fotos2.imghs.net/nrd/1069/079/1069_I000172-C001079_1_2018070216215331250.jpg,,152.000 €,200 m²,4,760 €/m²,1,26,pisos,a_coruna
2601,Apartamento en Santiago de Compostela - Concheiros - Fontiñas,,Concheiros-Fontiñas (Santiago de Compostela),https://fotos3.imghs.net/nrd//1018/043/1018_26031043_1_2020103112105674499.jpg,,120.000 €,60 m²,2,2.000 €/m²,1,8,pisos,a_coruna
2602,Piso en Santa Marta,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos2.imghs.net/nrd/1067/203/1067_IFC7585-0512354203_1_2019102510585531250.jpg,,318.000 €,127 m²,4,2.503 €/m²,2,24,pisos,a_coruna
2603,Piso en calle de Venezuela,,Betanzos,https://fotos2.imghs.net/nrd/1069/194/1069_I000172-P001194_1_2019092814212531250.jpg,,75.000 €,84 m²,3,892 €/m²,1,20,pisos,a_coruna
2604,Piso en calle de Martínez Moras,,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd//1005/891/1005_2176891_1_2020101609105958681.JPG,,150.000 €,82 m²,2,1.829 €/m²,1,23,pisos,a_coruna
2605,Piso en Portosín,,Porto Do Son,https://fotos5.imghs.net/nrd//1072/963/1072_IO340-1177963_1_2018091811310831250.jpg,,70.000 €,80 m²,3,875 €/m²,1,16,pisos,a_coruna
2606,Chalet en calle Samoedo,,Sada,https://fotos3.imghs.net/nrd//1005/275/1005_101729067275_1_2020070313075125043.jpg,,298.000 €,261 m²,5,1.141 €/m²,2,95,pisos,a_coruna
2607,Piso en calle de Juan Sebastián Elcano,,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd//1018/284/1018_19051284_0_2019111817112755548.jpg,,300.000 €,128 m²,4,2.343 €/m²,2,19,pisos,a_coruna
2608,Piso en Laracha (Laracha),,Laracha (Laracha). Municipio de A Laracha,https://fotos1.imghs.net/nrd//1005/745/1005_79721201745_1_2019052817055791039.jpg,,44.523 €,112 m²,2,397 €/m²,2,16,pisos,a_coruna
2609,Piso en Rua San Francisco,,Ferrol Vello-Puerto (Ferrol),https://fotos4.imghs.net/nrd/1089/026/1089_XA98-89026_1_2019041220292631250.jpg,,98.500 €,83 m²,2,1.186 €/m²,1,7,pisos,a_coruna
2610,Piso en Cordeda,,Cordeda (Culleredo),https://fotos1.imghs.net/nrd//994847/6721836896.994847/994847_6721836896_1_20200810180625786.jpg,,140.000 €,78 m²,2,1.794 €/m²,2,12,pisos,a_coruna
2611,"Casa adosada en Urbanización Figueiroa, nº 329",,Cariño,https://fotos1.imghs.net/nrd/1001/822/1001_PX935_-_VC_0329-25692822_3_2016011101104431250.jpg,,27.700 €,127 m²,2,218 €/m²,1,44,pisos,a_coruna
2612,"Casa en calle San Vicente de Meiras. Montefaro, nº 23",,Valdoviño (Santalla),https://fotos4.imghs.net/nrd/1025/790/1025_1199790_1_2019112209372731250.jpg,,70.000 €,108 m²,3,648 €/m²,1,5,pisos,a_coruna
2613,"Apartamento en calle José Pastor Horta, nº 2",,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos1.imghs.net/nrd/1001/794/1001_PX987_-_412057-03640-88444794_1_2020012801080631250.jpg,,350.000 €,102 m²,3,3.431 €/m²,2,8,pisos,a_coruna
2614,Casa en Montouto,,Montouto (Teo),https://fotos1.imghs.net/nrd/1020/101/1020_830101_1_2020073010365931250.jpg,,225.000 €,300 m²,4,750 €/m²,3,12,pisos,a_coruna
2615,Piso en Ensanche,,Ensanche (A Coruña Capital),https://fotos2.imghs.net/nrd//520545/6753330907.520545/520545_6753330907_1_20200817102957337.jpg,,74.000 €,64 m²,3,1.156 €/m²,1,19,pisos,a_coruna
2616,Piso en Travesía de Meicende,,Meicende (Arteixo),https://fotos4.imghs.net/nrd/1097/013/1097_0_foto_20170119235905612_945856909074013.jpg,,110.000 €,70 m²,2,1.571 €/m²,2,11,pisos,a_coruna
2617,Piso en calle de Europa,,Os Mallos-A Falperra (A Coruña Capital),https://fotos3.imghs.net/nrd//1005/275/1005_94450517275_1_2020032401035397050.jpg,,110.000 €,113 m²,3,973 €/m²,1,10,pisos,a_coruna
2618,Piso en Plaza San Pablo - Costa Rica - Avda. Arteixo,,Ensanche (A Coruña Capital),https://fotos1.imghs.net/nrd/1089/126/1089_XA194-VP15004126_2_2020110405211831250.jpg,,387.000 €,3,3,,3,2,pisos,a_coruna
2619,Apartamento en Porto Do Son,,Porto Do Son,https://fotos2.imghs.net/nrd/1001/273/1001_PX987_-_412057-03291-36360273_1_2017032201085131250.jpg,,83.000 €,95 m²,3,873 €/m²,2,23,pisos,a_coruna
2620,Apartamento en calle Socorro,,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos1.imghs.net/nrd//1005/275/1005_105152337275_1_2020092817092545086.jpg,,156.000 €,43 m²,1,3.627 €/m²,1,18,pisos,a_coruna
2621,Piso en Urbanización de Balado,,Os Anxeles (Brión),https://fotos1.imghs.net/nrd//1774/1734177662.177400/1774_1734177662_14_20200205140059838.jpg,,58.000 €,51 m²,1,1.137 €/m²,1,33,pisos,a_coruna
2622,Casa en Rúa de Barrosa,,A Carreira (Miño),https://fotos3.imghs.net/nrd//1018/927/1018_20683927_1_2020051610050263854.jpg,,250.000 €,212 m²,3,1.179 €/m²,2,22,pisos,a_coruna
2623,Apartamento en calle Igualdad,,Sagrada Familia-Vioño (A Coruña Capital),https://fotos5.imghs.net/nrd/1001/037/1001_PX76147_-_964-84035037_1_2019080210155131250.jpg,,360.000 €,97 m²,3,3.711 €/m²,2,2,pisos,a_coruna
2624,"Piso en Ronda de Outeiro, cerca de Avenida de Labañou",,Labañou-Os Rosales (A Coruña Capital),https://fotos1.imghs.net/nrd/1069/250/1069_I000172-P001250_1_2020033122210931250.jpg,,225.000 €,96 m²,3,2.343 €/m²,2,18,pisos,a_coruna
2625,Ático en Cuatro Caminos - Plaza de La Cubela,,Catro Camiños-A Gaiteira (A Coruña Capital),https://fotos3.imghs.net/nrd/1001/717/1001_PX76147_-_531-37170717_1_2020062601070131250.jpg,,305.000 €,97 m²,3,3.144 €/m²,2,21,pisos,a_coruna
2626,"Piso en Gran Piso en General Pardiñas, 420.000€, Vende Agencia Amor, 981 56 59 99",,Ensanche-Sar (Santiago de Compostela),https://fotos5.imghs.net/nrd//1018/032/1018_17358032_1_2020101915104568307.jpg,,420.000 €,197 m²,5,2.131 €/m²,2,26,pisos,a_coruna
2627,Piso en Malpica de Bergantiños,,Malpica de Bergantiños,https://fotos3.imghs.net/nrd//1005/536/1005_1766536_1_2019041612044756286.jpg,,55.900 €,64 m²,2,873 €/m²,1,23,pisos,a_coruna
2628,"Piso en calle Francisco de Quevedo, 2",,Arteixo,https://fotos1.imghs.net/nrd/1025/226/1025_1247226_1_2020103112354731250.jpg,,69.500 €,105 m²,3,661 €/m²,2,5,pisos,a_coruna
2629,Casa pareada en A Agrela,,Biduido (Santa Maria). Municipio de Ames,https://fotos4.imghs.net/nrd/1067/487/1067_IFC7585-0507857487_1_2019100410270931250.jpg,,230.000 €,300 m²,5,766 €/m²,3,24,pisos,a_coruna
2630,Piso en Arteixo,,Arteixo,https://fotos1.imghs.net/nrd//1005/745/1005_105236371745_1_2020092508092750854.jpg,,110.520 €,99 m²,3,1.116 €/m²,2,8,pisos,a_coruna
2631,Casa en Coristanco,,Coristanco,https://fotos4.imghs.net/nrd//1005/745/1005_81442251745_1_2019092313092905994.jpg,,33.000 €,130 m²,4,253 €/m²,,18,pisos,a_coruna
2632,Casa en calle Aldea Extramundi de Abaixo,,Padrón,https://fotos5.imghs.net/nrd/1001/251/1001_PX987_-_412057-03556-85051251_1_2019041301114931250.jpg,,139.000 €,300 m²,5,463 €/m²,1,40,pisos,a_coruna
2633,Piso en Arteixo,,Arteixo,https://fotos3.imghs.net/nrd//1005/745/1005_90780901745_1_2019120319120058517.jpg,,91.000 €,117 m²,3,777 €/m²,2,17,pisos,a_coruna
2634,"Piso en Avenida de Barrié de la Maza, cerca de Plaza de la Iglesia Nueva",,Sada,https://fotos3.imghs.net/nrd/1069/216/1069_I000172-P001216_1_2020073020341731250.jpg,,143.590 €,104 m²,3,1.380 €/m²,2,24,pisos,a_coruna
2635,Piso en Carretera de Castilla,,Alto del Castaño (Narón),https://fotos3.imghs.net/nrd/9989/331/9989_TI-52876331_1_2019110716571631250.jpg,,77.300 €,96 m²,2,805 €/m²,2,10,pisos,a_coruna
2636,Piso en Pontes de Garcia Rodriguez(As),,As Pontes de García Rodríguez,https://fotos3.imghs.net/nrd/1060/930/1060_NI130-930_1_2020102506263631250.jpg,,126.000 €,109 m²,3,1.155 €/m²,2,18,pisos,a_coruna
2637,Casa adosada en Sada,,Sada,https://fotos3.imghs.net/nrd/1001/667/1001_PX987_-_002-412057-01311-26307667_1_2016112901063531250.jpg,,330.000 €,258 m²,4,1.279 €/m²,4,8,pisos,a_coruna
2638,Casa en Lugar Outeiro,,Taragoña (Rianxo),https://fotos5.imghs.net/nrd//515065/95026410636.515065/515065_95026410636_17_20190614161031579.jpg,,A consultar,303 m²,7,,2,19,pisos,a_coruna
2639,"Piso en Avenida de A Coruña,  55",,Camariñas (San Xurxo),https://fotos4.imghs.net/nrd/9995/207/9995_TI-243207_1_2020091714145931250.jpg,,53.400 €,55 m²,2,979 €/m²,1,38,pisos,a_coruna
2640,"Dúplex en Avenida del Pasaje, nº 32",,Eirís-As Xubias-Pasaxe (A Coruña Capital),https://fotos1.imghs.net/nrd/1001/607/1001_PX76147_-_1281-91276607_1_2020100701092631250.jpg,,185.000 €,154 m²,3,1.201 €/m²,3,39,pisos,a_coruna
2641,Piso en A Coruña,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos3.imghs.net/nrd//1005/479/1005_2230479_16_2020020413021283080.jpeg,,189.000 €,132 m²,4,1.431 €/m²,2,52,pisos,a_coruna
2642,Piso en Arteixo,,Arteixo,https://fotos4.imghs.net/nrd//1005/033/1005_27339153033_1_2019122012123661744.jpg,,115.000 €,78 m²,3,1.474 €/m²,2,25,pisos,a_coruna
2643,Casa en Rúa do Campiño de Guadalupe,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos4.imghs.net/nrd//512363/82576097736.512363/512363_82576097736_5_20180314190527008.jpg,,190.000 €,125 m²,4,1.520 €/m²,1,12,pisos,a_coruna
2644,"Casa en Alameda Franza Abaixo, nº 24",,Franza (Mugardos),https://fotos4.imghs.net/nrd//4210/96679577622.421000/4210_96679577622_2_20190806113257798.jpg,,234.900 €,274 m²,5,857 €/m²,3,27,pisos,a_coruna
2645,Apartamento en Rúa de Vila Rianxo,,Padrón,https://fotos1.imghs.net/nrd/1001/683/1001_PX987_-_02820-29387683_1_2016112901063731250.jpg,,135.000 €,100 m²,3,1.350 €/m²,2,15,pisos,a_coruna
2646,Ático en calle de José Careaga,,Cidade Xardín-Cidade Escolar (A Coruña Capital),https://fotos1.imghs.net/nrd/1001/750/1001_PX76147_-_1178-88245750_1_2020011101075131250.jpg,,199.000 €,69 m²,2,2.884 €/m²,2,15,pisos,a_coruna
2647,Piso en calle Ferrol,,Meicende (Arteixo),https://fotos5.imghs.net/nrd/1097/280/1097_0_foto_20170427002826473_945856909163280.jpg,,78.000 €,75 m²,3,1.040 €/m²,2,13,pisos,a_coruna
2648,Casa en calle Curio,,A Carreira (Miño),https://fotos1.imghs.net/nrd/1001/833/1001_PX76147_-_1228-89808833_1_2020061001071331250.jpg,,215.000 €,207 m²,4,1.038 €/m²,2,40,pisos,a_coruna
2649,"Piso en Urbanización El Birloque, nº 30",,Elviña-Barrio Flores-Matogrande-Someso (A Coruña Capital),https://fotos5.imghs.net/nrd//2736/4185316179.273600/2736_4185316179_1_20200513124448812.jpg,,80.000 €,55 m²,2,1.454 €/m²,1,16,pisos,a_coruna
2650,Dúplex en Bertamirans,,Bertamiráns (Ames),https://fotos3.imghs.net/nrd/1001/180/1001_PX987_-_01636-25219180_1_2016112901063631250.jpg,,220.000 €,138 m²,4,1.594 €/m²,2,18,pisos,a_coruna
2651,Apartamento en Padrón,,Padrón,https://fotos4.imghs.net/nrd/1001/563/1001_PX987_-_02070-25219563_1_2016112901063631250.jpg,,130.000 €,126 m²,4,1.031 €/m²,2,10,pisos,a_coruna
2652,Apartamento en Rúa de Abaixo,,O Milladoiro (Ames),https://fotos3.imghs.net/nrd//1774/308706405.177400/1774_010276_foto_1_308706405_20181128104824.jpg,,89.000 €,56 m²,1,1.589 €/m²,1,10,pisos,a_coruna
2653,Piso en Mariño,,Portosin (Porto Do Son),https://fotos2.imghs.net/nrd/1068/175/1068_B.70.067.368-02175_1_2020032420474131250.jpg,,95.000 €,75 m²,2,1.266 €/m²,1,15,pisos,a_coruna
2654,Piso en Montealto,,Monte Alto-Adormideras (A Coruña Capital),https://fotos1.imghs.net/nrd/1060/200/1060_NI426-51200_1_2019031506251731250.jpg,,99.000 €,3,3,,1,16,pisos,a_coruna
2655,Apartamento en Fajardo,,Ultramar (Ferrol),https://fotos1.imghs.net/nrd//4210/868857130.421000/4210_001413_foto_1_868857130_20150615190100.jpg,,77.000 €,52 m²,2,1.480 €/m²,2,8,pisos,a_coruna
2656,Piso en calle del Alcalde Beccaria,,Betanzos,https://fotos4.imghs.net/nrd/1069/030/1069_I000172-P001030_1_2018030623310331250.jpg,,45.000 €,64 m²,2,703 €/m²,1,9,pisos,a_coruna
2657,Casa en Carral,,Carral (Carral),https://fotos1.imghs.net/nrd/1089/284/1089_XA519-284_1_2019111511484531250.jpg,,160.000 €,230 m²,5,695 €/m²,2,29,pisos,a_coruna
2658,"Casa en calle Lugar Couto, nº 2",,Aranga,https://fotos2.imghs.net/nrd/1001/911/1001_PX76147_-_1291-91497911_1_2020102301163031250.jpg,,15.000 €,96 m²,1,156 €/m²,,11,pisos,a_coruna
2659,Apartamento en O Milladoiro,,Ames (San Tome),https://fotos4.imghs.net/nrd/1001/387/1001_PX987_-_01707-25219387_1_2016112909450831250.jpg,,160.000 €,94 m²,3,1.702 €/m²,2,18,pisos,a_coruna
2660,"Piso en calle de Galiano, cerca de Calle Real",,Centro (Ferrol),https://fotos5.imghs.net/nrd//1005/939/1005_107939_0_2020102109101915013.jpg,,185.000 €,220 m²,5,840 €/m²,2,28,pisos,a_coruna
2661,Piso en Los Castros,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos1.imghs.net/nrd//519840/8421806748.519840/519840_8421806748_30_20201008181129066.jpg,,280.000 €,96 m²,3,2.916 €/m²,2,42,pisos,a_coruna
2662,Casa en Oleiros,,Liáns (Oleiros),https://fotos1.imghs.net/nrd/1060/224/1060_NI426-224_1_2019022615550231250.jpg,,470.000 €,7,7,,3,20,pisos,a_coruna
2663,Piso en Ferrol Vello,,Ferrol Vello-Puerto (Ferrol),https://fotos5.imghs.net/nrd//4210/62479221.421000/4210_001853_foto_1_62479221_20131021175338.jpg,,200.000 €,150 m²,5,1.333 €/m²,2,14,pisos,a_coruna
2664,Piso en Centro,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos5.imghs.net/nrd//500618/973745177.500618/500618_000853_foto_1_973745177_20100329095653.jpg,,420.000 €,50 m²,2,8.400 €/m²,1,6,pisos,a_coruna
2665,Piso en calle del Sol,,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos2.imghs.net/nrd//2736/204500111.273600/2736_001219_foto_1_204500111_20160330131448.jpg,,720.000 €,100 m²,2,7.200 €/m²,2,20,pisos,a_coruna
2666,Casa en Ponteceso,,Ponteceso,https://fotos1.imghs.net/nrd//1005/745/1005_102093441745_1_2020102913100063029.jpg,,195.000 €,139 m²,5,1.402 €/m²,4,36,pisos,a_coruna
